Sentences (N-1 | N | N+1);Class
If the product is not available, the clerk asks client if he would like to order that product or not. The product is normally delivered within 5 days at the local shop. If client refuses the request, the process ends;Relevant
The product is normally delivered within 5 days at the local shop. If client refuses the request, the process ends. Otherwise, the clerk makes an order for him;Relevant
If client refuses the request, the process ends. Otherwise, the clerk makes an order for him. To make an order, a client must exist in the ERP system of HomeDeco;Relevant
Otherwise, the clerk makes an order for him. To make an order, a client must exist in the ERP system of HomeDeco. When the clerk finishes the order, he prints the order and invoice for client so that he can use for picking up the product when it is delivered and paying at checkout respectively;Irrelevant
To make an order, a client must exist in the ERP system of HomeDeco. When the clerk finishes the order, he prints the order and invoice for client so that he can use for picking up the product when it is delivered and paying at checkout respectively. In addition, HomeDeco allows payment online also;Relevant
When the clerk finishes the order, he prints the order and invoice for client so that he can use for picking up the product when it is delivered and paying at checkout respectively. In addition, HomeDeco allows payment online also. If the payment is not received within two days, the order is cancelled and a notification message is sent to client;Irrelevant
In addition, HomeDeco allows payment online also. If the payment is not received within two days, the order is cancelled and a notification message is sent to client. When the payment is received, the order is sent to the central warehouse and a message is sent to inform client that the product will be delivered within 5 days;Relevant
If the payment is not received within two days, the order is cancelled and a notification message is sent to client. When the payment is received, the order is sent to the central warehouse and a message is sent to inform client that the product will be delivered within 5 days. When the product is delivered at the local shop, an sms is sent to inform client the availability of the product at the local shop and he can pick up the product at any time, and the process is terminated;Relevant
When the payment is received, the order is sent to the central warehouse and a message is sent to inform client that the product will be delivered within 5 days. When the product is delivered at the local shop, an sms is sent to inform client the availability of the product at the local shop and he can pick up the product at any time, and the process is terminated. If the product is not delivered within 5 days, a notification is sent to client by asking him if he either maintains or cancels the order;Relevant
When the product is delivered at the local shop, an sms is sent to inform client the availability of the product at the local shop and he can pick up the product at any time, and the process is terminated. If the product is not delivered within 5 days, a notification is sent to client by asking him if he either maintains or cancels the order. If client wishes to cancel the order, HomeDeco reimburses client directly to his bank account and the process ends;Relevant
If the product is not delivered within 5 days, a notification is sent to client by asking him if he either maintains or cancels the order. If client wishes to cancel the order, HomeDeco reimburses client directly to his bank account and the process ends. Otherwise, a coupon of 20% of reduction for next purchase is offered to client and it is sent by email;Relevant
If client wishes to cancel the order, HomeDeco reimburses client directly to his bank account and the process ends. Otherwise, a coupon of 20% of reduction for next purchase is offered to client and it is sent by email. If the product is not delivered within 10 days, the order is definitely cancelled, HomeDeco reimburses directly to client’s bank account and notifies client about the cancelation;Relevant
Otherwise, a coupon of 20% of reduction for next purchase is offered to client and it is sent by email. If the product is not delivered within 10 days, the order is definitely cancelled, HomeDeco reimburses directly to client’s bank account and notifies client about the cancelation. The process starts when a Travel Agency received a flight reservation request from a client by email or phone;Relevant
If the product is not delivered within 10 days, the order is definitely cancelled, HomeDeco reimburses directly to client’s bank account and notifies client about the cancelation. The process starts when a Travel Agency received a flight reservation request from a client by email or phone. Travel Agency searches and evaluates flights based on client’s travel preferences;Relevant
The process starts when a Travel Agency received a flight reservation request from a client by email or phone. Travel Agency searches and evaluates flights based on client’s travel preferences. (travel dates, airport);Relevant
Travel Agency searches and evaluates flights based on client’s travel preferences. (travel dates, airport). Then, Travel Agency sends the most interesting flights to client;Irrelevant
(travel dates, airport). Then, Travel Agency sends the most interesting flights to client. (including itinerary, price);Relevant
Then, Travel Agency sends the most interesting flights to client. (including itinerary, price). and waits for the answer;Irrelevant
(including itinerary, price). and waits for the answer. After 24 hours, if the answer is not received, a reminder is sent and client has another 24 hours to answer;Relevant
and waits for the answer. After 24 hours, if the answer is not received, a reminder is sent and client has another 24 hours to answer. If no answer is received, the request is cancelled and Travel Agency notifies client;Relevant
After 24 hours, if the answer is not received, a reminder is sent and client has another 24 hours to answer. If no answer is received, the request is cancelled and Travel Agency notifies client. Client can provide three possible responses;Relevant
If no answer is received, the request is cancelled and Travel Agency notifies client. Client can provide three possible responses. Client rejects all the proposed flights or accepts one of the proposed flights, or changes travel preferences;Irrelevant
Client can provide three possible responses. Client rejects all the proposed flights or accepts one of the proposed flights, or changes travel preferences. For the latter, the process restarts, it is considered as a new request;Relevant
Client rejects all the proposed flights or accepts one of the proposed flights, or changes travel preferences. For the latter, the process restarts, it is considered as a new request. In case of a flight is chosen, Travel Agency requests client’s personal information such as first name, last name, date of birth, number of passport,;Relevant
For the latter, the process restarts, it is considered as a new request. In case of a flight is chosen, Travel Agency requests client’s personal information such as first name, last name, date of birth, number of passport,. so that Travel Agency can make a booking with airline company and it is valid for 7 days;Relevant
In case of a flight is chosen, Travel Agency requests client’s personal information such as first name, last name, date of birth, number of passport,. so that Travel Agency can make a booking with airline company and it is valid for 7 days. If there is no answer from client regarding the personal information within 48 hours, the request is cancelled and Travel Agency notifies client;Relevant
so that Travel Agency can make a booking with airline company and it is valid for 7 days. If there is no answer from client regarding the personal information within 48 hours, the request is cancelled and Travel Agency notifies client. After the booking is done, Travel Agency sends flight information and a link to proceed the payment online to client;Relevant
If there is no answer from client regarding the personal information within 48 hours, the request is cancelled and Travel Agency notifies client. After the booking is done, Travel Agency sends flight information and a link to proceed the payment online to client. One day before the expiration date, Travel Agency sends a reminder to client if payment is not received;Relevant
After the booking is done, Travel Agency sends flight information and a link to proceed the payment online to client. One day before the expiration date, Travel Agency sends a reminder to client if payment is not received. When the payment is received, Travail Agency completes the booking with airline company and notifies client by sending an e-Ticket;Relevant
One day before the expiration date, Travel Agency sends a reminder to client if payment is not received. When the payment is received, Travail Agency completes the booking with airline company and notifies client by sending an e-Ticket. If no payment is received within 7 days, the booking is cancelled with notification to client;Relevant
When the payment is received, Travail Agency completes the booking with airline company and notifies client by sending an e-Ticket. If no payment is received within 7 days, the booking is cancelled with notification to client. When a claim is received, it is first checked whether the claimant is insured by the organization;Relevant
If no payment is received within 7 days, the booking is cancelled with notification to client. When a claim is received, it is first checked whether the claimant is insured by the organization. If not, the claimant is informed that the claim must be rejected;Relevant
When a claim is received, it is first checked whether the claimant is insured by the organization. If not, the claimant is informed that the claim must be rejected. Otherwise, the severity of the claim is evaluated;Relevant
If not, the claimant is informed that the claim must be rejected. Otherwise, the severity of the claim is evaluated. Based on the outcome (simple or complex claims), relevant forms are sent to the claimant;Relevant
Otherwise, the severity of the claim is evaluated. Based on the outcome (simple or complex claims), relevant forms are sent to the claimant. Once the forms are returned, they are checked for completeness;Relevant
Based on the outcome (simple or complex claims), relevant forms are sent to the claimant. Once the forms are returned, they are checked for completeness. If the forms provide all relevant details, the claim is registered in the Claims Management system, which ends the Claims Notification process;Relevant
Once the forms are returned, they are checked for completeness. If the forms provide all relevant details, the claim is registered in the Claims Management system, which ends the Claims Notification process. Otherwise, the claimant is informed to update the forms;Relevant
If the forms provide all relevant details, the claim is registered in the Claims Management system, which ends the Claims Notification process. Otherwise, the claimant is informed to update the forms. Upon reception of the updated forms, they are checked again;Relevant
Otherwise, the claimant is informed to update the forms. Upon reception of the updated forms, they are checked again. The loan approval process starts by receiving a customer request for a loan amount;Relevant
Upon reception of the updated forms, they are checked again. The loan approval process starts by receiving a customer request for a loan amount. The risk assessment Web service is invoked to assess the request;Relevant
The loan approval process starts by receiving a customer request for a loan amount. The risk assessment Web service is invoked to assess the request. If the loan is small and the customer is low risk, the loan is approved;Relevant
The risk assessment Web service is invoked to assess the request. If the loan is small and the customer is low risk, the loan is approved. If the customer is high risk, the loan is denied;Relevant
If the loan is small and the customer is low risk, the loan is approved. If the customer is high risk, the loan is denied. If the customer needs further review or the loan amount is for $10,000 or more, the request is sent to the approver Web service;Relevant
If the customer is high risk, the loan is denied. If the customer needs further review or the loan amount is for $10,000 or more, the request is sent to the approver Web service. The customer receives feedback from the assessor or approver;Relevant
If the customer needs further review or the loan amount is for $10,000 or more, the request is sent to the approver Web service. The customer receives feedback from the assessor or approver. The process of Vacations Request starts when any employee of the organization submits a vacation request;Relevant
The customer receives feedback from the assessor or approver. The process of Vacations Request starts when any employee of the organization submits a vacation request. Once the requirement is registered, the request is received by the immediate supervisor of the employee requesting the vacation;Relevant
The process of Vacations Request starts when any employee of the organization submits a vacation request. Once the requirement is registered, the request is received by the immediate supervisor of the employee requesting the vacation. The supervisor must approve or reject the request;Relevant
Once the requirement is registered, the request is received by the immediate supervisor of the employee requesting the vacation. The supervisor must approve or reject the request. If the request is rejected, the application is returned to the applicant/employee who can review the rejection reasons;Relevant
The supervisor must approve or reject the request. If the request is rejected, the application is returned to the applicant/employee who can review the rejection reasons. If the request is approved a notification is generated to the Human Resources Representative, who must complete the respective management procedures;Relevant
If the request is rejected, the application is returned to the applicant/employee who can review the rejection reasons. If the request is approved a notification is generated to the Human Resources Representative, who must complete the respective management procedures. The process of an Office Supply Request starts when any employee of the organization submits an office supply request;Relevant
If the request is approved a notification is generated to the Human Resources Representative, who must complete the respective management procedures. The process of an Office Supply Request starts when any employee of the organization submits an office supply request. Once the requirement is registered, the request is received by the immediate supervisor of the employee requesting the office supplies;Relevant
The process of an Office Supply Request starts when any employee of the organization submits an office supply request. Once the requirement is registered, the request is received by the immediate supervisor of the employee requesting the office supplies. The supervisor must approve or ask for a change, or reject the request;Relevant
Once the requirement is registered, the request is received by the immediate supervisor of the employee requesting the office supplies. The supervisor must approve or ask for a change, or reject the request. If the request is rejected the process will end;Relevant
The supervisor must approve or ask for a change, or reject the request. If the request is rejected the process will end. If the request is asked to make a change then it is returned to the petitioner/employee who can review the comments for the change request;Relevant
If the request is rejected the process will end. If the request is asked to make a change then it is returned to the petitioner/employee who can review the comments for the change request. If the request is approved it will go to the purchase department that will be in charge of making quotations (using a subprocess) and select a vendor;Relevant
If the request is asked to make a change then it is returned to the petitioner/employee who can review the comments for the change request. If the request is approved it will go to the purchase department that will be in charge of making quotations (using a subprocess) and select a vendor. If the vendor is not valid in the system the purchase department will have to choose a different vendor;Relevant
If the request is approved it will go to the purchase department that will be in charge of making quotations (using a subprocess) and select a vendor. If the vendor is not valid in the system the purchase department will have to choose a different vendor. After a vendor is selected and confirmed, the system will generate and send a purchase order and wait for the product to be delivered and the invoice received;Relevant
If the vendor is not valid in the system the purchase department will have to choose a different vendor. After a vendor is selected and confirmed, the system will generate and send a purchase order and wait for the product to be delivered and the invoice received. In any case the system will send a notification to let the user know what the result was;Relevant
After a vendor is selected and confirmed, the system will generate and send a purchase order and wait for the product to be delivered and the invoice received. In any case the system will send a notification to let the user know what the result was. In any of the cases, approval, rejection or change required the system will send the user a notification;Relevant
In any case the system will send a notification to let the user know what the result was. In any of the cases, approval, rejection or change required the system will send the user a notification. If an insurant could be possibly subrogated against, I get information about that;Relevant
In any of the cases, approval, rejection or change required the system will send the user a notification. If an insurant could be possibly subrogated against, I get information about that. I check that case and if the possibility is really there, I send a request for payment to the insurant and make me a reminder;Relevant
If an insurant could be possibly subrogated against, I get information about that. I check that case and if the possibility is really there, I send a request for payment to the insurant and make me a reminder. If recourse is not possible, I close the case;Relevant
I check that case and if the possibility is really there, I send a request for payment to the insurant and make me a reminder. If recourse is not possible, I close the case. When we receive the money, I make a booking and close the case;Relevant
If recourse is not possible, I close the case. When we receive the money, I make a booking and close the case. If the insurant disagrees with the recourse, I’ll have to check the reasoning of that;Relevant
When we receive the money, I make a booking and close the case. If the insurant disagrees with the recourse, I’ll have to check the reasoning of that. If he is right, I simply close the case;Relevant
If the insurant disagrees with the recourse, I’ll have to check the reasoning of that. If he is right, I simply close the case. If he is wrong, I forward the case to a collection agency;Relevant
If he is right, I simply close the case. If he is wrong, I forward the case to a collection agency. If the deadline for disagreement is reached and we haven’t received any money, I forward the case to the collection agency as well;Relevant
If he is wrong, I forward the case to a collection agency. If the deadline for disagreement is reached and we haven’t received any money, I forward the case to the collection agency as well. A guest enters the restaurant when feeling hungry;Relevant
If the deadline for disagreement is reached and we haven’t received any money, I forward the case to the collection agency as well. A guest enters the restaurant when feeling hungry. He chooses a dish from the changing meal range and waits until it is his turn;Relevant
A guest enters the restaurant when feeling hungry. He chooses a dish from the changing meal range and waits until it is his turn. Following this he places his order with the employee;Relevant
He chooses a dish from the changing meal range and waits until it is his turn. Following this he places his order with the employee. The employee enters the order into the POS system and collects the money from the guest;Relevant
Following this he places his order with the employee. The employee enters the order into the POS system and collects the money from the guest. After the payment, the employee sets up a buzzer and passes it on to the guest with the following information:  When the buzzer rings, your dinner is ready ;Relevant
The employee enters the order into the POS system and collects the money from the guest. After the payment, the employee sets up a buzzer and passes it on to the guest with the following information:  When the buzzer rings, your dinner is ready . Afterwards the employee informs the chef of the new meal order;Relevant
After the payment, the employee sets up a buzzer and passes it on to the guest with the following information:  When the buzzer rings, your dinner is ready . Afterwards the employee informs the chef of the new meal order. The chef prepares the meal and places it in the service hatch;Relevant
Afterwards the employee informs the chef of the new meal order. The chef prepares the meal and places it in the service hatch. He then informs the employee that he has placed the finished meal in the service hatch;Relevant
The chef prepares the meal and places it in the service hatch. He then informs the employee that he has placed the finished meal in the service hatch. As soon as the employee is aware that the meal is ready he sets off the guest’s buzzer;Relevant
He then informs the employee that he has placed the finished meal in the service hatch. As soon as the employee is aware that the meal is ready he sets off the guest’s buzzer. This is how the guest finds out that his meal is ready for collection;Relevant
As soon as the employee is aware that the meal is ready he sets off the guest’s buzzer. This is how the guest finds out that his meal is ready for collection. He can pick up his meal and eat it;Relevant
This is how the guest finds out that his meal is ready for collection. He can pick up his meal and eat it. As soon as the guest appears at the service hatch, the employee hands over his meal;Relevant
He can pick up his meal and eat it. As soon as the guest appears at the service hatch, the employee hands over his meal. Should a guest not react to the buzzer, the employee calls for him after 5 minutes, if necessary several times in a row;Relevant
As soon as the guest appears at the service hatch, the employee hands over his meal. Should a guest not react to the buzzer, the employee calls for him after 5 minutes, if necessary several times in a row. henever a company makes the decision to go public, its first task is to select the underwriters;Relevant
Should a guest not react to the buzzer, the employee calls for him after 5 minutes, if necessary several times in a row. henever a company makes the decision to go public, its first task is to select the underwriters. Underwriters act as financial midwives to a new issue;Relevant
henever a company makes the decision to go public, its first task is to select the underwriters. Underwriters act as financial midwives to a new issue. Usually they play a triple role: First they provide the company with procedural and financial advice, then they buy the issue, and finally they resell it to the public;Irrelevant
Underwriters act as financial midwives to a new issue. Usually they play a triple role: First they provide the company with procedural and financial advice, then they buy the issue, and finally they resell it to the public. Established underwriters are careful of their reputation and will not handle a new issue unless they believe the facts have been presented fairly;Irrelevant
Usually they play a triple role: First they provide the company with procedural and financial advice, then they buy the issue, and finally they resell it to the public. Established underwriters are careful of their reputation and will not handle a new issue unless they believe the facts have been presented fairly. Thus, in addition to handling the sale of a company’s issue, the underwriters in effect give their seal of approval to it;Irrelevant
Established underwriters are careful of their reputation and will not handle a new issue unless they believe the facts have been presented fairly. Thus, in addition to handling the sale of a company’s issue, the underwriters in effect give their seal of approval to it. They prepare a registration statement for the approval of the Securities and Exchange Commission (SEC);Relevant
Thus, in addition to handling the sale of a company’s issue, the underwriters in effect give their seal of approval to it. They prepare a registration statement for the approval of the Securities and Exchange Commission (SEC). In addition to registering the issue with the SEC, they need to check that the issue complies with the so-called blue-sky laws of each state that regulate sales of securities within the state;Relevant
They prepare a registration statement for the approval of the Securities and Exchange Commission (SEC). In addition to registering the issue with the SEC, they need to check that the issue complies with the so-called blue-sky laws of each state that regulate sales of securities within the state. While the registration statement is awaiting approval, underwriters begin to firm up the issue price;Relevant
In addition to registering the issue with the SEC, they need to check that the issue complies with the so-called blue-sky laws of each state that regulate sales of securities within the state. While the registration statement is awaiting approval, underwriters begin to firm up the issue price. They arrange a road show to talk to potential investors;Relevant
While the registration statement is awaiting approval, underwriters begin to firm up the issue price. They arrange a road show to talk to potential investors. Immediately after they receive clearance from the SEC, underwriters fix the issue price;Relevant
They arrange a road show to talk to potential investors. Immediately after they receive clearance from the SEC, underwriters fix the issue price. After that they enter into a firm commitment to buy the stock and then offer it to the public, when they haven’t still found any reason not to do it;Relevant
Immediately after they receive clearance from the SEC, underwriters fix the issue price. After that they enter into a firm commitment to buy the stock and then offer it to the public, when they haven’t still found any reason not to do it. When a visitor wants to become a member of Barcelona's ZooClub, the following steps must be taken;Relevant
After that they enter into a firm commitment to buy the stock and then offer it to the public, when they haven’t still found any reason not to do it. When a visitor wants to become a member of Barcelona's ZooClub, the following steps must be taken. First of all, the customer must decide whether he wants an individual or family membership;Irrelevant
When a visitor wants to become a member of Barcelona's ZooClub, the following steps must be taken. First of all, the customer must decide whether he wants an individual or family membership. If he wants an individual membership, he must prepare his personal information;Relevant
First of all, the customer must decide whether he wants an individual or family membership. If he wants an individual membership, he must prepare his personal information. If he wants a family membership instead, he should prepare the information for its spouse and spawn as well;Relevant
If he wants an individual membership, he must prepare his personal information. If he wants a family membership instead, he should prepare the information for its spouse and spawn as well. The customer must then give this information to the ZooClub department;Relevant
If he wants a family membership instead, he should prepare the information for its spouse and spawn as well. The customer must then give this information to the ZooClub department. The ZooClub department introduces the visitor's personal data into the system and takes the payment request to the Billing department;Relevant
The customer must then give this information to the ZooClub department. The ZooClub department introduces the visitor's personal data into the system and takes the payment request to the Billing department. The ZooClub department also forwards the visitor's information to the marketing department;Relevant
The ZooClub department introduces the visitor's personal data into the system and takes the payment request to the Billing department. The ZooClub department also forwards the visitor's information to the marketing department. The billing department sends the payment request to the bank;Relevant
The ZooClub department also forwards the visitor's information to the marketing department. The billing department sends the payment request to the bank. The bank processes the payment information and, if everything is correct, charges the payment into user's account;Relevant
The billing department sends the payment request to the bank. The bank processes the payment information and, if everything is correct, charges the payment into user's account. Once the payment is confirmed, the ZooClub department can print the card and deliver it to the visitor;Relevant
The bank processes the payment information and, if everything is correct, charges the payment into user's account. Once the payment is confirmed, the ZooClub department can print the card and deliver it to the visitor. In the meantime, the Marketing department makes a request to mail the Zoo Club's magazine to the visitor's home;Relevant
Once the payment is confirmed, the ZooClub department can print the card and deliver it to the visitor. In the meantime, the Marketing department makes a request to mail the Zoo Club's magazine to the visitor's home. Once the visitor receives the card, he can go home;Relevant
In the meantime, the Marketing department makes a request to mail the Zoo Club's magazine to the visitor's home. Once the visitor receives the card, he can go home. End;Relevant
